"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"347","C2",0.2017,12,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"348","D2",0.1506,12,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"351","G2",0.1193,12,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"352","H2",0.1103,12,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"353","A2",0.1715,14,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"354","B2",0.1476,14,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"355","C2",0.2387,14,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"356","D2",0.1493,14,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"359","G2",0.1185,14,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"360","H2",0.1105,14,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"361","A2",0.1661,16,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"362","B2",0.1451,16,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"363","C2",0.3638,16,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"364","D2",0.1479,16,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"367","G2",0.1189,16,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"368","H2",0.11,16,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"369","A2",0.1599,18,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"370","B2",0.1426,18,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"371","C2",0.7159,18,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"372","D2",0.1451,18,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"375","G2",0.1182,18,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"376","H2",0.1099,18,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"377","A2",0.16,20,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"378","B2",0.1429,20,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"379","C2",0.9609,20,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"380","D2",0.151,20,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"383","G2",0.1168,20,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"384","H2",0.1102,20,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"385","A2",0.1554,22,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"386","B2",0.1408,22,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"387","C2",1.2477,22,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"388","D2",0.1894,22,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"391","G2",0.1174,22,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"392","H2",0.1099,22,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"393","A2",0.154,24,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"394","B2",0.1398,24,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"395","C2",1.3815,24,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"396","D2",0.2075,24,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"399","G2",0.1168,24,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"400","H2",0.1098,24,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"401","A2",0.1538,26,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"402","B2",0.1366,26,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"403","C2",1.5114,26,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"404","D2",0.2255,26,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"407","G2",0.1168,26,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"408","H2",0.1098,26,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"409","A2",0.1577,28,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"410","B2",0.1379,28,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"411","C2",1.5471,28,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"412","D2",0.2313,28,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"415","G2",0.1546,28,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"416","H2",0.1373,28,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"417","A2",0.157,30,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"418","B2",0.137,30,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"419","C2",1.5638,30,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"420","D2",0.2533,30,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"423","G2",0.1167,30,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"424","H2",0.1098,30,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"425","A2",0.1574,32,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"426","B2",0.1349,32,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"427","C2",1.5709,32,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"428","D2",0.2752,32,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"431","G2",0.1162,32,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"432","H2",0.1098,32,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"433","A2",0.1569,34,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"434","B2",0.1346,34,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"435","C2",1.5914,34,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"436","D2",0.291,34,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"439","G2",0.1163,34,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"440","H2",0.1104,34,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"441","A2",0.1601,36,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"442","B2",0.1317,36,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"443","C2",1.6123,36,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"444","D2",0.303,36,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"447","G2",0.116,36,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"448","H2",0.1107,36,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"449","A2",0.166,38,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"450","B2",0.1306,38,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"451","C2",1.6245,38,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"452","D2",0.3061,38,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"455","G2",0.1154,38,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"456","H2",0.1102,38,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"457","A2",0.1658,40,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"458","B2",0.1293,40,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"459","C2",1.6181,40,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"460","D2",0.3127,40,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"463","G2",0.1149,40,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"464","H2",0.1105,40,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"465","A2",0.1624,42,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"466","B2",0.1284,42,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"467","C2",1.6227,42,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"468","D2",0.3141,42,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"471","G2",0.115,42,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"472","H2",0.1104,42,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"473","A2",0.159,44,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"474","B2",0.1273,44,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"475","C2",1.5997,44,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"476","D2",0.3032,44,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"479","G2",0.1141,44,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"480","H2",0.1106,44,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"481","A2",0.1566,46,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"482","B2",0.1265,46,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"483","C2",1.5737,46,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"484","D2",0.3115,46,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"487","G2",0.1143,46,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"488","H2",0.1095,46,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"489","A2",0.1554,48,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"490","B2",0.1242,48,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"491","C2",1.4472,48,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"492","D2",0.3204,48,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"495","G2",0.1143,48,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"496","H2",0.1096,48,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"497","A2",0.1524,50,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"498","B2",0.1228,50,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"499","C2",1.2786,50,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"500","D2",0.3209,50,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"503","G2",0.1137,50,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"504","H2",0.1093,50,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"505","A2",0.1521,52,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"506","B2",0.1221,52,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"507","C2",1.5804,52,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"508","D2",0.3148,52,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"511","G2",0.1136,52,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"512","H2",0.1093,52,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"513","A2",0.1516,54,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"514","B2",0.1213,54,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"515","C2",1.3857,54,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"516","D2",0.3129,54,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"519","G2",0.1134,54,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"520","H2",0.1092,54,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"521","A2",0.157,56,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"522","B2",0.1195,56,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"523","C2",1.3866,56,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"524","D2",0.3096,56,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"527","G2",0.1137,56,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"528","H2",0.1089,56,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"529","A2",0.157,58,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"530","B2",0.1189,58,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"531","C2",1.3892,58,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"532","D2",0.3032,58,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"535","G2",0.1136,58,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"536","H2",0.1093,58,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"537","A2",0.1565,60,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"538","B2",0.1182,60,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"539","C2",1.1578,60,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"540","D2",0.301,60,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"543","G2",0.113,60,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"544","H2",0.109,60,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"545","A2",0.1533,62,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"546","B2",0.1175,62,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"547","C2",1.5132,62,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"548","D2",0.2973,62,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"551","G2",0.1129,62,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"552","H2",0.1092,62,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"553","A2",0.1523,64,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"554","B2",0.1166,64,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"555","C2",1.5564,64,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"556","D2",0.2941,64,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"559","G2",0.1126,64,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"560","H2",0.109,64,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"561","A2",0.1503,66,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"562","B2",0.116,66,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"563","C2",1.5915,66,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"564","D2",0.2922,66,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"567","G2",0.1124,66,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"568","H2",0.1088,66,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"569","A2",0.1494,68,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"570","B2",0.1151,68,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"571","C2",1.5621,68,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"572","D2",0.289,68,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"575","G2",0.1123,68,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"576","H2",0.109,68,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"577","A2",0.151,70,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"578","B2",0.114,70,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"579","C2",1.7247,70,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"580","D2",0.2863,70,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"583","G2",0.1124,70,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"584","H2",0.1087,70,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"585","A2",0.1497,72,1,"1-A2","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",2
"586","B2",0.113,72,1,"1-B2","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",2
"587","C2",1.7537,72,1,"1-C2","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",2
"588","D2",0.283,72,1,"1-D2","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",2
"591","G2",0.112,72,1,"1-G2","YPD-Blank","Liquid","No","RT","YPD",2
"592","H2",0.1087,72,1,"1-H2","YPD-Blank","Liquid","Growth Medium","RT","YPD",2
"593","A3",0.121,0,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"594","B3",0.1172,0,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"595","C3",0.125,0,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"596","D3",0.1202,0,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"599","G3",0.1168,0,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"600","H3",0.1122,0,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"601","A3",0.1307,2,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"602","B3",0.1244,2,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"603","C3",0.1308,2,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"604","D3",0.1263,2,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"607","G3",0.1171,2,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"608","H3",0.112,2,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"609","A3",0.1441,4,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"610","B3",0.1391,4,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"611","C3",0.1407,4,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"612","D3",0.1368,4,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"615","G3",0.1168,4,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"616","H3",0.1118,4,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"617","A3",0.157,6,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"618","B3",0.1533,6,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"619","C3",0.1555,6,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"620","D3",0.1508,6,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"623","G3",0.1167,6,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"624","H3",0.1117,6,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"625","A3",0.1654,8,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"626","B3",0.1545,8,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"627","C3",0.1762,8,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"628","D3",0.1639,8,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"631","G3",0.1176,8,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"632","H3",0.1115,8,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"633","A3",0.1714,10,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"634","B3",0.149,10,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"635","C3",0.2043,10,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"636","D3",0.1707,10,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"639","G3",0.1165,10,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"640","H3",0.1114,10,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"641","A3",0.1731,12,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"642","B3",0.147,12,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"643","C3",0.2327,12,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"644","D3",0.1748,12,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"647","G3",0.1167,12,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"648","H3",0.1132,12,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"649","A3",0.1718,14,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"650","B3",0.1446,14,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"651","C3",0.2412,14,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"652","D3",0.1733,14,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"655","G3",0.1163,14,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"656","H3",0.1112,14,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"657","A3",0.1672,16,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"658","B3",0.1445,16,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"659","C3",0.3365,16,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"660","D3",0.17,16,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"663","G3",0.1159,16,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"664","H3",0.1112,16,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"665","A3",0.1618,18,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"666","B3",0.1432,18,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"667","C3",0.5776,18,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"668","D3",0.1603,18,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"671","G3",0.1159,18,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"672","H3",0.1109,18,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"673","A3",0.1576,20,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"674","B3",0.1423,20,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"675","C3",1.0545,20,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"676","D3",0.1601,20,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"679","G3",0.1152,20,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"680","H3",0.1109,20,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"681","A3",0.1515,22,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"682","B3",0.1411,22,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"683","C3",1.2745,22,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"684","D3",0.1535,22,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"687","G3",0.1151,22,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"688","H3",0.1105,22,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"689","A3",0.1514,24,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"690","B3",0.1401,24,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
"691","C3",1.4157,24,1,"1-C3","Y7039 x YHL033C","Liquid","Growth Medium","RT","YPD",3
"692","D3",0.1511,24,1,"1-D3","Y7039 x YHL033C","Dried","Growth Medium","RT","YPD",3
"695","G3",0.1147,24,1,"1-G3","YPD-Blank","Liquid","No","RT","YPD",3
"696","H3",0.1107,24,1,"1-H3","YPD-Blank","Liquid","Growth Medium","RT","YPD",3
"697","A3",0.1529,26,1,"1-A3","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","YPD",3
"698","B3",0.1394,26,1,"1-B3","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","YPD",3
