"","Well","OD","Time","Plate","ID","Strain","Trehalose","Condition","Medium","Replicate"
"289","A2",0.1036,0,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"290","B2",0.1007,0,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"291","C2",0.1273,0,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"292","D2",0.1091,0,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"293","E2",0.1293,0,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"294","F2",0.1638,0,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"295","G2",0.1204,0,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"297","A2",0.1039,2,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"298","B2",0.1015,2,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"299","C2",0.1419,2,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"300","D2",0.1134,2,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"301","E2",0.1522,2,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"302","F2",0.1272,2,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"303","G2",0.1396,2,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"305","A2",0.1042,4,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"306","B2",0.1024,4,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"307","C2",0.1496,4,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"308","D2",0.1169,4,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"309","E2",0.1493,4,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"310","F2",0.1199,4,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"311","G2",0.1365,4,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"313","A2",0.1039,6,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"314","B2",0.1,6,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"315","C2",0.1418,6,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"316","D2",0.1165,6,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"317","E2",0.1369,6,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"318","F2",0.1088,6,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"319","G2",0.1308,6,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"321","A2",0.104,8,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"322","B2",0.0982,8,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"323","C2",0.1291,8,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"324","D2",0.1126,8,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"325","E2",0.1319,8,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"326","F2",0.109,8,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"327","G2",0.1279,8,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"329","A2",0.104,10,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"330","B2",0.0975,10,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"331","C2",0.1379,10,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"332","D2",0.1139,10,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"333","E2",0.1319,10,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"334","F2",0.1037,10,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"335","G2",0.1257,10,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"337","A2",0.1043,12,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"338","B2",0.0981,12,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"339","C2",0.1342,12,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"340","D2",0.1132,12,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"341","E2",0.1312,12,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"342","F2",0.1038,12,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"343","G2",0.1248,12,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"345","A2",0.1042,14,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"346","B2",0.0978,14,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"347","C2",0.1301,14,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"348","D2",0.1097,14,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"349","E2",0.1343,14,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"350","F2",0.1015,14,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"351","G2",0.1236,14,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"353","A2",0.1042,16,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"354","B2",0.0981,16,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"355","C2",0.1314,16,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"356","D2",0.1081,16,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"357","E2",0.1301,16,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"358","F2",0.0974,16,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"359","G2",0.1229,16,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"361","A2",0.1041,18,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"362","B2",0.0976,18,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"363","C2",0.1222,18,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"364","D2",0.1061,18,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"365","E2",0.1317,18,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"366","F2",0.0962,18,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"367","G2",0.1214,18,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"369","A2",0.104,20,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"370","B2",0.0976,20,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"371","C2",0.1271,20,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"372","D2",0.1068,20,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"373","E2",0.1355,20,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"374","F2",0.0957,20,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"375","G2",0.1211,20,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"377","A2",0.1042,22,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"378","B2",0.0968,22,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"379","C2",0.1325,22,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"380","D2",0.1051,22,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"381","E2",0.1251,22,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"382","F2",0.0961,22,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"383","G2",0.1204,22,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"385","A2",0.1075,24,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"386","B2",0.1158,24,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"387","C2",0.1316,24,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"388","D2",0.1187,24,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"389","E2",0.1177,24,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"390","F2",0.1173,24,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"391","G2",0.0933,24,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"393","A2",0.1122,26,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"394","B2",0.1133,26,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"395","C2",0.1338,26,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"396","D2",0.1173,26,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"397","E2",0.1169,26,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"398","F2",0.1144,26,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"399","G2",0.0935,26,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"401","A2",0.1116,28,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"402","B2",0.1129,28,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"403","C2",0.1455,28,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"404","D2",0.1152,28,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"405","E2",0.1136,28,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"406","F2",0.1106,28,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"407","G2",0.0928,28,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"409","A2",0.1104,30,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"410","B2",0.1096,30,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"411","C2",0.1796,30,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"412","D2",0.117,30,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"413","E2",0.1142,30,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"414","F2",0.1111,30,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"415","G2",0.0929,30,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"417","A2",0.1114,32,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"418","B2",0.1094,32,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"419","C2",0.2817,32,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"420","D2",0.1181,32,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"421","E2",0.1111,32,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"422","F2",0.1088,32,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"423","G2",0.093,32,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"425","A2",0.1103,34,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"426","B2",0.1088,34,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"427","C2",1.1143,34,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"428","D2",0.1229,34,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"429","E2",0.1145,34,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"430","F2",0.1071,34,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"431","G2",0.093,34,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"433","A2",0.1103,36,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"434","B2",0.1105,36,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"435","C2",0.71,36,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"436","D2",0.1359,36,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"437","E2",0.1105,36,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"438","F2",0.1061,36,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"439","G2",0.0926,36,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"441","A2",0.1099,38,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"442","B2",0.1072,38,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"443","C2",0.9262,38,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"444","D2",0.1607,38,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"445","E2",0.1173,38,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"446","F2",0.107,38,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"447","G2",0.0929,38,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"449","A2",0.1098,40,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"450","B2",0.1078,40,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"451","C2",1.2152,40,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"452","D2",0.1912,40,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"453","E2",0.1093,40,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"454","F2",0.1094,40,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"455","G2",0.0926,40,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"457","A2",0.1095,42,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"458","B2",0.1065,42,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"459","C2",1.3288,42,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"460","D2",0.2311,42,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"461","E2",0.1115,42,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"462","F2",0.108,42,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"463","G2",0.0927,42,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"465","A2",0.1108,44,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"466","B2",0.1079,44,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"467","C2",1.583,44,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"468","D2",0.5398,44,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"469","E2",0.1152,44,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"470","F2",0.1053,44,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"471","G2",0.0925,44,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"473","A2",0.1122,46,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"474","B2",0.1152,46,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"475","C2",1.3793,46,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"476","D2",0.8724,46,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"477","E2",0.1167,46,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"478","F2",0.1118,46,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"479","G2",0.0939,46,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"481","A2",0.1097,48,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"482","B2",0.1108,48,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"483","C2",1.4256,48,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"484","D2",0.7393,48,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"485","E2",0.1049,48,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"486","F2",0.1051,48,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"487","G2",0.0931,48,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"489","A2",0.1098,50,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"490","B2",0.1103,50,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"491","C2",1.3802,50,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"492","D2",0.9742,50,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"493","E2",0.1043,50,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"494","F2",0.1065,50,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"495","G2",0.0931,50,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"497","A2",0.1093,52,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"498","B2",0.1095,52,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"499","C2",1.3105,52,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"500","D2",1.0741,52,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"501","E2",0.1084,52,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"502","F2",0.1059,52,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"503","G2",0.0932,52,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"505","A2",0.1087,54,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"506","B2",0.109,54,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"507","C2",1.3185,54,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"508","D2",1.209,54,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"509","E2",0.1035,54,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"510","F2",0.0996,54,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"511","G2",0.0924,54,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"513","A2",0.1081,56,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"514","B2",0.1086,56,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"515","C2",1.2917,56,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"516","D2",1.3669,56,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"517","E2",0.104,56,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"518","F2",0.0995,56,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"519","G2",0.0923,56,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"521","A2",0.1085,58,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"522","B2",0.1082,58,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"523","C2",1.2415,58,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"524","D2",1.373,58,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"525","E2",0.1019,58,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"526","F2",0.0992,58,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"527","G2",0.093,58,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"529","A2",0.1079,60,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"530","B2",0.1086,60,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"531","C2",1.2873,60,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"532","D2",1.4986,60,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"533","E2",0.1006,60,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"534","F2",0.0992,60,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"535","G2",0.093,60,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"537","A2",0.1075,62,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"538","B2",0.108,62,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"539","C2",1.2926,62,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"540","D2",1.5814,62,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"541","E2",0.101,62,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"542","F2",0.104,62,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"543","G2",0.0925,62,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"545","A2",0.1074,64,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"546","B2",0.1076,64,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"547","C2",1.2744,64,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"548","D2",1.6417,64,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"549","E2",0.1006,64,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"550","F2",0.0989,64,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"551","G2",0.0928,64,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"553","A2",0.1079,66,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"554","B2",0.1072,66,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"555","C2",1.3221,66,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"556","D2",1.6791,66,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"557","E2",0.1009,66,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"558","F2",0.099,66,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"559","G2",0.093,66,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"561","A2",0.1072,68,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"562","B2",0.1066,68,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"563","C2",1.3799,68,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"564","D2",1.686,68,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"565","E2",0.1034,68,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"566","F2",0.1045,68,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"567","G2",0.0926,68,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"569","A2",0.1237,70,1,"1-A2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",2
"570","B2",0.1232,70,1,"1-B2","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS-LEU",2
"571","C2",1.4101,70,1,"1-C2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS",2
"572","D2",1.7109,70,1,"1-D2","Y7039 x YHL033C","Growth Medium","RT","SD-HIS-LEU",2
"573","E2",0.1271,70,1,"1-E2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS",2
"574","F2",0.118,70,1,"1-F2","Y7039 x YHL033C","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"575","G2",0.1227,70,1,"1-G2","Blank","Growth Medium","","SD-HIS",2
"577","A3",0.1061,0,1,"1-A3","Y7039 x YHL033C","Growth Medium","Heat Shock","SD-HIS",3
